<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
VIN,D,20120730,000000,2.28051,2.28051,2.28051,2.28051,6661.949786177318,0
VIN,D,20120731,000000,2.28051,2.28051,2.18215,2.28051,7642.033096980835,0
VIN,D,20120801,000000,2.28051,2.28051,2.24546,2.28051,868.2776903962731,0
VIN,D,20120802,000000,2.28051,2.46305,2.23832,2.24546,18821.40571620703,0
VIN,D,20120803,000000,2.28051,2.75074,2.28051,2.75074,17766.388851299023,0
VIN,D,20120806,000000,2.87695,2.87695,2.61035,2.72267,15670.628179411684,0
VIN,D,20120807,000000,2.72267,2.72267,2.59622,2.63137,12092.848326381943,0
VIN,D,20120808,000000,2.71562,2.71562,2.44893,2.505,15933.490329517612,0
VIN,D,20120809,000000,2.56125,2.56125,2.38578,2.49802,8993.21591381673,0
VIN,D,20120810,000000,2.46994,2.46994,2.31558,2.45599,5223.939200301997,0
VIN,D,20120813,000000,2.45599,2.45599,2.37881,2.37881,15144.903879199832,0
VIN,D,20120814,000000,2.45599,2.45599,2.37881,2.40689,726.7365326467462,0
VIN,D,20120816,000000,2.47692,2.47692,2.39982,2.46994,1540.3008343330248,0
VIN,D,20120817,000000,2.47692,2.47692,2.32962,2.46994,437.70710967922065,0
VIN,D,20120820,000000,2.46994,2.46994,2.39982,2.39982,1432.063478406999,0
VIN,D,20120821,000000,2.44893,2.46305,2.26648,2.32264,3904.870763795788,0
VIN,D,20120822,000000,2.31558,2.46994,2.31558,2.35073,3469.542497103929,0
VIN,D,20120823,000000,2.26648,2.31558,2.26648,2.31558,7132.960697680071,0
VIN,D,20120824,000000,2.31558,2.31558,2.31558,2.31558,11.89421493693475,0
VIN,D,20120827,000000,2.31558,2.31558,2.26648,2.31558,230.7477697765483,0
VIN,D,20120828,000000,2.31558,2.31558,2.31558,2.31558,19.03074389909646,0
VIN,D,20120829,000000,2.31558,2.31558,2.2595,2.31558,28.546115848644686,0
VIN,D,20120830,000000,2.31558,2.31558,2.31558,2.31558,2855.801006358133,0
VIN,D,20120831,000000,2.31558,2.31558,2.31558,2.31558,726.7365326467462,0
VIN,D,20120903,000000,2.31558,2.31558,2.22428,2.22428,16347.409009324152,0
VIN,D,20120904,000000,2.1893,2.1893,2.1893,2.1893,11.89421493693475,0
VIN,D,20120905,000000,2.2315,2.26648,2.2315,2.26648,2280.121003410454,0
VIN,D,20120906,000000,2.30853,2.30853,2.2315,2.2315,6208.780197080171,0
VIN,D,20120907,000000,2.2315,2.2315,2.18215,2.22428,1182.2849647312753,0
VIN,D,20120910,000000,2.2315,2.2315,2.17517,2.21023,9939.995422796683,0
VIN,D,20120911,000000,2.18215,2.23832,2.18215,2.23832,8654.230788114039,0
VIN,D,20120912,000000,2.23832,2.23832,2.18215,2.23832,14321.8242055644,0
VIN,D,20120913,000000,2.2315,2.2315,2.15416,2.17517,9057.444674476212,0
VIN,D,20120914,000000,2.18215,2.18215,2.16122,2.16122,2136.2010026735334,0
VIN,D,20120917,000000,2.16122,2.16122,2.16122,2.16122,1503.4287680285731,0
VIN,D,20120918,000000,2.2315,2.2315,2.2315,2.2315,185.54975301618938,0
VIN,D,20120919,000000,2.22428,2.22428,2.22428,2.22428,5.94710746846759,0
VIN,D,20120920,000000,2.2315,2.2315,1.8245,2.16829,19651.621918803598,0
VIN,D,20120921,000000,2.16829,2.16829,2.03485,2.13314,18952.242080512257,0
VIN,D,20120924,000000,2.16829,2.16829,2.08404,2.13314,7846.613593896135,0
VIN,D,20120925,000000,2.16829,2.16829,2.09102,2.13314,3393.4195215075893,0
VIN,D,20120926,000000,2.15416,2.15416,2.04183,2.13314,12752.977255382253,0
VIN,D,20120927,000000,2.15416,2.15416,2.10506,2.13314,2772.541501799594,0
VIN,D,20120928,000000,2.15416,2.15416,2.10506,2.15416,1480.8297596484151,0
VIN,D,20121001,000000,2.15416,2.15416,1.9507,2.13314,13003.945190551536,0
VIN,D,20121002,000000,2.13314,2.15416,2.06293,2.10506,25378.68641093825,0
VIN,D,20121003,000000,2.14029,2.14029,2.0769,2.10506,30314.7856097663,0
VIN,D,20121004,000000,2.15416,2.15416,2.10506,2.10506,21576.105895600274,0
VIN,D,20121005,000000,2.09102,2.10506,2.09102,2.10506,7476.70350935742,0
VIN,D,20121008,000000,2.10506,2.10506,2.10506,2.10506,4039.2753925832862,0
VIN,D,20121009,000000,2.10506,2.1471,2.08404,2.08404,10151.712448674185,0
VIN,D,20121010,000000,2.10506,2.10506,2.0769,2.10506,3765.708449033633,0
VIN,D,20121011,000000,2.03485,2.04897,1.99282,2.04183,14627.505529442458,0
VIN,D,20121012,000000,2.09807,2.09807,1.9998,2.09807,10444.310136122787,0
VIN,D,20121015,000000,2.07,2.07,2.07,2.07,11.89421493693475,0
VIN,D,20121016,000000,2.09807,2.09807,1.9998,2.07,203.39107542159365,0
VIN,D,20121017,000000,2.09102,2.09102,1.97171,2.03485,4460.330601350639,0
VIN,D,20121018,000000,2.06293,2.06293,1.85258,2.02788,18362.2890196406,0
VIN,D,20121019,000000,2.02788,2.02788,1.92967,1.97886,18440.790838224802,0
VIN,D,20121022,000000,1.96482,2.04183,1.96482,1.96482,4588.788122669601,0
VIN,D,20121023,000000,1.96482,2.15416,1.89453,1.97886,9498.720048636394,0
VIN,D,20121024,000000,2.03485,2.11212,1.97886,2.10506,57846.32492429056,0
VIN,D,20121025,000000,2.14029,2.22428,2.0769,2.10506,63440.17420913009,0
VIN,D,20121026,000000,2.08404,2.10506,2.03485,2.03485,43463.840222548526,0
VIN,D,20121029,000000,2.03485,2.03485,2.00686,2.02081,46230.43461687948,0
VIN,D,20121030,000000,2.09102,2.09102,1.99282,2.07,1360.6981887853178,0
VIN,D,20121031,000000,2.09102,2.09102,1.99282,2.08404,17978.105877177277,0
VIN,D,20121102,000000,2.08404,2.09102,1.99282,2.0769,10251.623854144449,0
VIN,D,20121105,000000,2.09807,2.27336,2.09807,2.27336,22949.887720816325,0
VIN,D,20121106,000000,2.24546,2.49802,2.20333,2.49802,27876.47154769442,0
VIN,D,20121107,000000,2.505,2.59622,2.37881,2.44893,44089.47592823012,0
VIN,D,20121108,000000,2.44186,2.44186,2.25236,2.25236,6351.510776323427,0
VIN,D,20121109,000000,2.23832,2.37881,2.17517,2.17517,18151.76141525677,0
VIN,D,20121112,000000,2.13314,2.1893,2.07,2.10506,35947.88580389901,0
VIN,D,20121113,000000,2.1893,2.1893,2.04897,2.13314,12191.5703103594,0
VIN,D,20121114,000000,2.14029,2.14029,2.03485,2.09807,10727.392451621436,0
VIN,D,20121115,000000,2.17517,2.20333,1.97886,2.10506,39234.25739097402,0
VIN,D,20121116,000000,2.10506,2.1471,2.0769,2.1471,27165.197494465363,0
VIN,D,20121119,000000,2.1471,2.1471,2.0769,2.10506,25689.12542079182,0
VIN,D,20121120,000000,2.13314,2.14029,2.0769,2.14029,13465.440730104652,0
VIN,D,20121121,000000,2.14029,2.14029,2.06293,2.10506,20366.464236514817,0
VIN,D,20121122,000000,2.13314,2.13314,2.04183,2.11918,39625.57706239955,0
VIN,D,20121123,000000,2.13314,2.13314,2.02788,2.05596,21372.714820178637,0
VIN,D,20121126,000000,2.05596,2.05596,2.02788,2.05596,28945.761470524696,0
VIN,D,20121127,000000,2.05596,2.05596,1.97886,1.98567,18340.879432754,0
VIN,D,20121128,000000,1.9998,1.9998,1.96482,1.97171,14692.92371159667,0
VIN,D,20121129,000000,1.9998,2.03485,1.96482,2.03485,25141.99153369337,0
VIN,D,20121130,000000,2.0769,2.0769,1.99282,2.03485,22609.71317361954,0
VIN,D,20121203,000000,2.06293,2.06293,2.02081,2.03485,720.7894251782747,0
VIN,D,20121204,000000,2.02788,2.02788,1.97171,2.02788,21050.38159538842,0
VIN,D,20121205,000000,2.02788,2.02788,1.86654,1.88057,29609.458664007172,0
VIN,D,20121206,000000,1.9227,1.93666,1.84543,1.90857,22377.775982350173,0
VIN,D,20121207,000000,1.9438,1.9438,1.84543,1.85947,9009.867814728352,0
VIN,D,20121210,000000,1.84543,1.84543,1.8245,1.83148,15357.810326571427,0
VIN,D,20121211,000000,1.79642,1.8245,1.7542,1.81743,30614.51982617764,0
VIN,D,20121212,000000,1.81743,1.92967,1.78936,1.92967,45408.54436473739,0
VIN,D,20121213,000000,1.93666,1.98567,1.9227,1.9227,53192.11861946834,0
VIN,D,20121214,000000,1.90857,1.90857,1.88764,1.88764,13156.19114174336,0
VIN,D,20121217,000000,1.88764,1.9507,1.88764,1.93666,1478.4509166610862,0
VIN,D,20121218,000000,1.9438,2.02081,1.9438,1.99282,86086.75944905505,0
VIN,D,20121219,000000,2.02081,2.35769,2.02081,2.31558,214216.00043569494,0
VIN,D,20121220,000000,2.31558,2.32962,2.11918,2.11918,28731.66560165975,0
VIN,D,20121221,000000,2.12607,2.23832,2.11212,2.21023,18446.737945692592,0
VIN,D,20121227,000000,2.20333,2.30853,2.15416,2.21023,16368.818596210751,0
VIN,D,20121228,000000,2.21023,2.2595,2.08404,2.09807,13509.449325371197,0
VIN,D,20130102,000000,2.28758,2.28758,2.11212,2.16122,16230.845702941195,0
VIN,D,20130103,000000,2.14029,2.17517,2.10506,2.15416,13571.299243043244,0
VIN,D,20130104,000000,2.15416,2.15416,2.08404,2.14029,3934.606301138146,0
VIN,D,20130107,000000,2.1471,2.1471,2.08404,2.12607,6829.658216788167,0
VIN,D,20130108,000000,2.13314,2.13314,2.03485,2.13314,21081.306554224975,0
VIN,D,20130109,000000,2.14029,2.14029,2.00686,2.09807,28029.906920380654,0
VIN,D,20130110,000000,2.11918,2.11918,2.02081,2.08404,16246.308182358938,0
VIN,D,20130111,000000,2.08404,2.08404,2.07,2.07,3288.750430062557,0
VIN,D,20130114,000000,2.08404,2.08404,2.02081,2.08404,4970.592422145279,0
VIN,D,20130115,000000,2.04183,2.06293,1.93666,2.01384,17979.295298671685,0
VIN,D,20130116,000000,1.9998,2.03485,1.9998,2.02788,2930.734560460807,0
VIN,D,20130117,000000,2.03485,2.04897,2.01384,2.04897,63165.417844087526,0
VIN,D,20130118,000000,2.08404,2.08404,2.04897,2.0769,10876.070138333227,0
VIN,D,20130121,000000,2.07,2.1471,2.07,2.14029,38663.33507400015,0
VIN,D,20130122,000000,2.15416,2.20333,2.11212,2.11918,66472.00959655472,0
VIN,D,20130123,000000,2.12607,2.13314,1.98567,2.10506,40602.09210872228,0
VIN,D,20130124,000000,2.09807,2.11918,2.08404,2.09807,21833.020938237343,0
VIN,D,20130125,000000,2.09102,2.12607,2.0769,2.10506,29990.073541989394,0
VIN,D,20130128,000000,2.12607,2.12607,2.06293,2.10506,4777.906140166837,0
VIN,D,20130129,000000,2.10506,2.12607,2.03485,2.11918,14269.489659841243,0
VIN,D,20130130,000000,2.06293,2.08404,2.03485,2.05596,17032.515789691097,0
VIN,D,20130131,000000,2.09807,2.09807,2.02788,2.02788,1005.061162171025,0
VIN,D,20130201,000000,2.06293,2.09807,2.06293,2.06293,9818.67443043992,0
VIN,D,20130204,000000,2.0769,2.16122,2.0769,2.16122,34518.20116847976,0
VIN,D,20130205,000000,2.15416,2.16122,2.10506,2.10506,15856.17793242889,0
VIN,D,20130206,000000,2.11212,2.14029,2.10506,2.13314,7232.872103150339,0
VIN,D,20130207,000000,2.11212,2.12607,2.09102,2.12607,5994.684328215341,0
VIN,D,20130208,000000,2.11212,2.11918,2.02788,2.09807,4834.998371864119,0
VIN,D,20130211,000000,2.1471,2.1471,2.02081,2.11212,12896.897256118535,0
VIN,D,20130212,000000,2.05596,2.11918,2.05596,2.11212,17585.596784258403,0
VIN,D,20130213,000000,2.11918,2.11918,2.03485,2.11212,138335.66682401963,0
VIN,D,20130214,000000,2.10506,2.11918,2.03485,2.03485,53102.91200744084,0
VIN,D,20130215,000000,2.04183,2.09807,2.04183,2.09807,8585.244341479898,0
VIN,D,20130218,000000,2.09807,2.14029,1.9998,2.14029,16178.511157219105,0
VIN,D,20130219,000000,2.1471,2.24546,2.10506,2.18215,66085.44761110577,0
VIN,D,20130220,000000,2.21023,2.29448,2.20333,2.27336,97154.32644787434,0
VIN,D,20130221,000000,2.27336,2.27336,2.1893,2.1893,15508.866856269904,0
VIN,D,20130222,000000,2.23832,2.30853,2.1471,2.30853,21960.289038063598,0
VIN,D,20130225,000000,2.30853,2.32264,2.2595,2.31558,50775.21414428306,0
VIN,D,20130226,000000,2.30853,2.35769,2.29448,2.35769,33346.620997190934,0
VIN,D,20130227,000000,2.35769,2.51912,2.35769,2.44186,64366.7335527185,0
VIN,D,20130228,000000,2.42083,2.44893,2.38578,2.44893,5373.806308507239,0
VIN,D,20130301,000000,2.44893,2.44893,2.35769,2.43497,5992.305485227906,0
VIN,D,20130304,000000,2.5261,2.70157,2.5261,2.69468,130094.16529421987,0
VIN,D,20130305,000000,2.83483,2.86988,2.59622,2.73662,165534.16812031146,0
VIN,D,20130306,000000,2.72956,2.73662,2.58932,2.59622,46509.94866789863,0
VIN,D,20130307,000000,2.56125,2.75074,2.56125,2.73662,35539.91423156239,0
VIN,D,20130308,000000,2.75074,2.75074,2.70157,2.72956,7615.865824119577,0
VIN,D,20130311,000000,2.72956,2.73662,2.69468,2.72267,9590.305503650903,0
VIN,D,20130312,000000,2.73662,2.92604,2.66651,2.92604,27840.788902884487,0
VIN,D,20130313,000000,2.91907,3.19263,2.90503,3.16465,68128.87373727103,0
VIN,D,20130314,000000,3.15051,3.22081,2.98228,3.15775,52754.411509788515,0
VIN,D,20130315,000000,3.12253,3.12253,2.92604,2.92604,23574.334005005632,0
VIN,D,20130318,000000,2.92604,2.97514,2.79262,2.97514,20511.57365874551,0
VIN,D,20130319,000000,2.9611,3.08041,2.91907,3.01734,10656.027162000179,0
VIN,D,20130320,000000,2.98918,3.00322,2.86282,2.98918,12639.982213480396,0
VIN,D,20130321,000000,3.04535,3.11554,2.83483,3.01734,17321.54521265913,0
VIN,D,20130322,000000,2.97514,2.97514,2.86282,2.97514,8109.475744002381,0
VIN,D,20130325,000000,3.01029,3.01029,2.68745,2.68745,26889.251707928383,0
VIN,D,20130326,000000,2.66651,2.72956,2.47692,2.47692,70797.93556911896,0
VIN,D,20130327,000000,2.63137,2.63137,2.42789,2.56125,37652.32680436188,0
VIN,D,20130328,000000,2.56125,2.72267,2.56125,2.70854,8810.045003787924,0
VIN,D,20130402,000000,2.72267,2.76462,2.61732,2.66651,23574.334005005632,0
VIN,D,20130403,000000,2.68745,2.68745,2.45599,2.57529,12145.1828721051,0
VIN,D,20130404,000000,2.59622,2.68055,2.49096,2.63137,15684.901237336086,0
VIN,D,20130405,000000,2.63137,2.69468,2.59622,2.65246,13373.855275089396,0
VIN,D,20130408,000000,2.65246,2.86282,2.65246,2.72267,23156.847060719065,0
VIN,D,20130409,000000,2.73662,2.75756,2.68745,2.75756,20918.35580958665,0
VIN,D,20130410,000000,2.75074,2.75074,2.6735,2.72267,7668.200369842093,0
VIN,D,20130411,000000,2.72267,2.72267,2.54006,2.60336,43026.133112869764,0
VIN,D,20130412,000000,2.63137,2.63137,2.49096,2.55419,15903.754792176533,0
VIN,D,20130415,000000,2.55419,2.55419,2.42083,2.42083,21533.286721827073,0
VIN,D,20130417,000000,2.42083,2.63137,2.18215,2.1893,33639.21868464007,0
VIN,D,20130418,000000,2.21739,2.30853,2.10506,2.24546,67852.92795073405,0
VIN,D,20130419,000000,2.23832,2.39982,2.23832,2.29448,37908.05242550668,0
VIN,D,20130422,000000,2.35769,2.38578,2.30153,2.33669,39614.87226895625,0
VIN,D,20130423,000000,2.31558,2.34357,2.20333,2.20333,40384.427975376246,0
VIN,D,20130424,000000,2.19636,2.26648,2.1471,2.26648,13598.655937398702,0
VIN,D,20130425,000000,2.28758,2.28758,2.17517,2.28758,36038.281837419854,0
VIN,D,20130426,000000,2.28758,2.28758,2.15416,2.15416,24096.490040737455,0
VIN,D,20130429,000000,2.16122,2.2595,2.1471,2.1471,17955.50686879733,0
VIN,D,20130430,000000,2.1471,2.28758,2.1471,2.25236,6841.552431725132,0
VIN,D,20130502,000000,2.25236,2.28758,2.24546,2.28758,7727.671444526809,0
VIN,D,20130506,000000,2.28758,2.35769,2.24546,2.35769,5353.586143114517,0
VIN,D,20130507,000000,2.35769,2.46994,2.35769,2.38578,13316.763043391795,0
VIN,D,20130508,000000,2.42789,2.45599,2.38578,2.40689,9011.057236222123,0
VIN,D,20130509,000000,2.44893,2.54721,2.35769,2.35769,5197.771927440632,0
VIN,D,20130510,000000,2.36469,2.47692,2.36469,2.39982,7611.1081381449185,0
VIN,D,20130513,000000,2.42083,2.58932,2.39982,2.58932,16399.74355504624,0
VIN,D,20130514,000000,2.58932,2.64548,2.54721,2.64548,18679.86455845531,0
VIN,D,20130515,000000,2.64548,2.64548,2.44893,2.5261,22024.517798722332,0
VIN,D,20130516,000000,2.56125,2.63137,2.48415,2.58932,29257.389901872673,0
VIN,D,20130517,000000,2.58932,2.61732,2.5261,2.61732,7505.249625206115,0
VIN,D,20130520,000000,2.61035,2.61035,2.56822,2.58932,2567.9610048842933,0
VIN,D,20130521,000000,2.56125,2.56822,2.32962,2.40689,50040.151661180724,0
VIN,D,20130522,000000,2.33669,2.40689,2.1893,2.27336,48326.19528876789,0
VIN,D,20130523,000000,2.23832,2.28051,2.16829,2.28051,32523.541323556565,0
VIN,D,20130524,000000,2.32962,2.32962,2.24546,2.29448,11137.742866946874,0
VIN,D,20130527,000000,2.36469,2.37881,2.30153,2.37881,7639.654253993505,0
VIN,D,20130528,000000,2.37881,2.41378,2.29448,2.40689,26622.821293342422,0
VIN,D,20130529,000000,2.40689,2.40689,2.28758,2.38578,28465.2351870738,0
VIN,D,20130531,000000,2.37182,2.47692,2.37182,2.47692,4832.619528876789,0
VIN,D,20130603,000000,2.47692,2.51215,2.42789,2.46305,12088.0906404075,0
VIN,D,20130604,000000,2.46305,2.49802,2.42789,2.49802,5157.33159665508,0
VIN,D,20130605,000000,2.47692,2.505,2.46994,2.49802,5700.897219273073,0
VIN,D,20130606,000000,2.51215,2.51912,2.49096,2.51912,44271.45741676728,0
VIN,D,20130607,000000,2.51215,2.61035,2.51215,2.58932,9122.86285662925,0
VIN,D,20130610,000000,2.56125,2.61035,2.49802,2.55419,14695.302554582293,0
VIN,D,20130611,000000,2.61035,2.61035,2.46305,2.53317,10924.836419575284,0
VIN,D,20130612,000000,2.51912,2.5261,2.49096,2.49096,7602.7821876889475,0
VIN,D,20130613,000000,2.49096,2.5261,2.39276,2.49096,14037.552468571874,0
VIN,D,20130614,000000,2.49096,2.51215,2.49096,2.49096,7816.878056553777,0
VIN,D,20130617,000000,2.49096,2.54006,2.45599,2.54006,4658.963990797511,0
VIN,D,20130618,000000,2.54006,2.54006,2.5261,2.5261,93.96429800178795,0
VIN,D,20130619,000000,2.5261,2.5261,2.42789,2.47692,4016.676384203021,0
VIN,D,20130620,000000,2.45599,2.46994,2.35073,2.44186,17715.243727072415,0
VIN,D,20130621,000000,2.44893,2.48415,2.35769,2.35769,9235.857898530252,0
VIN,D,20130624,000000,2.31558,2.37182,2.31558,2.37182,2444.2611695402024,0
VIN,D,20130625,000000,2.44893,2.44893,2.35769,2.35769,289.0294229675256,0
VIN,D,20130626,000000,2.45599,2.45599,2.42083,2.45599,14088.69759280062,0
VIN,D,20130627,000000,2.45599,2.45599,2.38578,2.38578,3666.9864650571362,0
VIN,D,20130628,000000,2.39982,2.49096,2.39982,2.49096,1799.5947199582774,0
VIN,D,20130701,000000,2.49096,2.49096,2.37881,2.38578,2264.6585239924952,0
VIN,D,20130702,000000,2.37881,2.42083,2.37881,2.42083,1260.7867833150494,0
VIN,D,20130703,000000,2.47692,2.47692,2.42083,2.47692,3486.194398015658,0
VIN,D,20130704,000000,2.47692,2.5261,2.47692,2.5261,11607.564356955538,0
VIN,D,20130705,000000,2.5261,2.5261,2.47692,2.51215,3121.0419994518147,0
VIN,D,20130708,000000,2.51215,2.51215,2.46994,2.46994,1799.5947199582774,0
VIN,D,20130709,000000,2.46994,2.46994,2.40689,2.46305,2236.1124081438015,0
VIN,D,20130710,000000,2.46305,2.505,2.44893,2.505,2163.557697028456,0
VIN,D,20130711,000000,2.49096,2.54721,2.49096,2.54721,6667.896893645853,0
VIN,D,20130712,000000,2.54721,2.58932,2.505,2.55419,13473.766680560197,0
VIN,D,20130715,000000,2.58932,2.61732,2.58932,2.61732,13854.381558542425,0
VIN,D,20130716,000000,2.61732,2.62439,2.59622,2.61732,11956.064854606799,0
VIN,D,20130717,000000,2.62439,2.62439,2.59622,2.59622,686.2962018611624,0
VIN,D,20130718,000000,2.59622,2.59622,2.54721,2.58218,1145.4128984268234,0
VIN,D,20130719,000000,2.54721,2.59622,2.54721,2.59622,2704.7444766591193,0
VIN,D,20130722,000000,2.62439,2.62439,2.62439,2.62439,2509.679351693348,0
VIN,D,20130723,000000,2.61732,2.86988,2.61035,2.85593,78579.13098086214,0
VIN,D,20130724,000000,2.85593,2.98228,2.80674,2.98228,37978.228293634274,0
VIN,D,20130725,000000,2.97514,2.97514,2.84189,2.94009,4711.298536520027,0
VIN,D,20130726,000000,2.87695,2.94715,2.81372,2.86988,5421.383168255097,0
VIN,D,20130729,000000,2.86988,2.89805,2.77177,2.84886,20066.730020103485,0
VIN,D,20130730,000000,2.84886,2.89107,2.75756,2.89107,12962.31543827168,0
VIN,D,20130731,000000,2.87695,2.99616,2.84189,2.98228,31882.443138455103,0
VIN,D,20130801,000000,2.91907,2.98228,2.91907,2.95413,6415.739536982907,0
VIN,D,20130802,000000,2.98228,3.01029,2.91201,2.98918,12427.07576610987,0
VIN,D,20130805,000000,2.98918,2.98918,2.97514,2.97514,986.0304182719243,0
VIN,D,20130806,000000,2.9611,2.9611,2.82776,2.94715,5698.518376285637,0
VIN,D,20130807,000000,2.84189,2.94715,2.84189,2.86282,1183.4743862250461,0
VIN,D,20130808,000000,2.86282,2.91201,2.85593,2.91201,4083.2839878498307,0
VIN,D,20130809,000000,2.91201,2.94715,2.88391,2.90503,1063.3428153620023,0
VIN,D,20130812,000000,2.84189,3.15051,2.74369,3.15051,42971.41972415885,0
VIN,D,20130813,000000,3.15775,3.17869,3.08747,3.15775,16779.169011534057,0
VIN,D,20130814,000000,3.18568,3.25595,3.12253,3.23484,13126.455604401215,0
VIN,D,20130816,000000,3.15775,3.24174,3.15775,3.23484,6577.500860125221,0
VIN,D,20130819,000000,3.22779,3.22779,3.12968,3.22779,15491.025533865472,0
VIN,D,20130820,000000,3.16465,3.27689,3.15775,3.27689,7448.157393508834,0
VIN,D,20130821,000000,3.29798,3.42427,3.16465,3.42427,394408.5990442929,0
VIN,D,20130822,000000,3.43831,3.64168,3.42427,3.5366,25860.402115884623,0
VIN,D,20130823,000000,3.5366,3.5366,3.36811,3.52953,55542.415491006075,0
VIN,D,20130826,000000,3.57164,3.57164,3.50154,3.54356,6802.301522433244,0
VIN,D,20130827,000000,3.5366,3.5366,3.43133,3.4664,36404.623657476615,0
VIN,D,20130828,000000,3.25595,3.45933,3.08747,3.43831,66604.03538235543,0
VIN,D,20130829,000000,3.43133,3.49447,3.28395,3.49447,37211.051430200954,0
VIN,D,20130830,000000,3.49447,3.50154,3.45235,3.50154,15604.020575765195,0
VIN,D,20130902,000000,3.33305,3.47345,3.26991,3.38231,12461.56898942646,0
VIN,D,20130903,000000,3.26991,3.31901,3.14364,3.31901,12304.565352258058,0
VIN,D,20130904,000000,3.23484,3.31901,3.11554,3.22081,15457.721732040092,0
VIN,D,20130905,000000,3.05939,3.15775,2.82776,3.03845,28799.462626801724,0
VIN,D,20130906,000000,3.01734,3.12968,3.01734,3.12253,4073.7686159003024,0
VIN,D,20130909,000000,3.08747,3.21383,3.02424,3.21383,6475.210611667518,0
VIN,D,20130910,000000,3.23484,3.25595,3.12253,3.12968,4915.879033435221,0
VIN,D,20130911,000000,3.19978,3.37517,3.10857,3.32607,46281.579741109286,0
VIN,D,20130912,000000,3.34003,3.34003,3.26293,3.32607,2874.831750257191,0
VIN,D,20130913,000000,3.32607,3.32607,3.19263,3.29798,23788.429873870573,0
VIN,D,20130916,000000,3.29798,3.41729,3.29798,3.41032,15658.733964475041,0
VIN,D,20130917,000000,3.41729,3.48043,3.41729,3.43831,13553.457920636676,0
VIN,D,20130918,000000,3.47345,3.63471,3.41729,3.51549,51047.59166633788,0
VIN,D,20130919,000000,3.54356,3.54356,3.49447,3.49447,3979.8043178985695,0
VIN,D,20130920,000000,3.50844,3.50844,3.47345,3.47345,862.3305829278016,0
VIN,D,20130923,000000,3.4664,3.4664,3.29798,3.36811,157097.60146554984,0
VIN,D,20130924,000000,3.36811,3.36811,3.12253,3.36811,6370.541520222484,0
VIN,D,20130925,000000,3.36811,3.36811,3.19978,3.23484,10848.713443978837,0
VIN,D,20130926,000000,3.29798,3.37517,3.19978,3.37517,7623.002353081776,0
VIN,D,20130927,000000,3.20677,3.51549,3.20677,3.51549,11006.906502639516,0
VIN,D,20130930,000000,3.54356,3.54356,3.50154,3.50154,1047.880335943991,0
VIN,D,20131001,000000,3.4664,3.4664,3.43831,3.43831,1046.6909144502943,0
VIN,D,20131002,000000,3.43831,3.43831,3.35414,3.36811,5157.33159665508,0
VIN,D,20131003,000000,3.35414,3.38231,3.12253,3.38231,24685.253680115762,0
VIN,D,20131004,000000,3.44537,3.44537,3.26293,3.44537,4771.959032698408,0
VIN,D,20131007,000000,3.44537,3.44537,3.26293,3.29798,3112.7160489959506,0
VIN,D,20131008,000000,3.26293,3.36811,3.08747,3.08747,11915.62452382242,0
VIN,D,20131009,000000,3.13648,3.15775,3.04535,3.10135,8011.9431815195485,0
VIN,D,20131010,000000,3.12253,3.40318,3.08747,3.40318,10953.382535424082,0
VIN,D,20131011,000000,3.19263,3.34003,3.19263,3.33305,289.0294229675256,0
VIN,D,20131014,000000,3.33305,3.39627,3.24174,3.35414,19560.036463790475,0
VIN,D,20131015,000000,3.24174,3.54356,3.24174,3.50844,44261.942044817326,0
VIN,D,20131016,000000,3.48757,3.59267,3.43831,3.57863,22022.138955736707,0
VIN,D,20131017,000000,3.55055,3.55055,3.43831,3.50844,11669.414274627583,0
VIN,D,20131018,000000,3.50844,3.50844,3.36811,3.45235,17791.366702667794,0
VIN,D,20131021,000000,3.45235,3.45235,3.20677,3.42427,14540.677760403778,0
VIN,D,20131022,000000,3.21383,3.40318,3.21383,3.38231,11274.526338719887,0
VIN,D,20131023,000000,3.291,3.32607,3.24174,3.32607,7342.29888057003,0
VIN,D,20131024,000000,3.26293,3.32607,3.26293,3.32607,2033.9107542159365,0
VIN,D,20131025,000000,3.29798,3.35414,3.29798,3.34709,8865.947813991432,0
VIN,D,20131028,000000,3.32607,3.44537,3.31194,3.41729,4463.8988658317385,0
VIN,D,20131029,000000,3.31194,3.43831,3.31194,3.43831,3293.508116037322,0
VIN,D,20131030,000000,3.43831,3.57164,3.35414,3.43831,138899.4526120356,0
VIN,D,20131031,000000,3.50844,3.50844,3.37517,3.4664,11458.886670243746,0
VIN,D,20131104,000000,3.45933,3.78916,3.45933,3.78916,127737.92131521647,0
VIN,D,20131105,000000,3.96469,3.98563,3.75417,3.78916,81106.65165496046,0
VIN,D,20131106,000000,3.76805,3.85221,3.66985,3.78209,80730.79446295374,0
VIN,D,20131107,000000,3.77511,3.77511,3.6769,3.74695,13307.247671442907,0
VIN,D,20131108,000000,3.65565,3.705,3.62774,3.68382,26161.32575378824,0
VIN,D,20131112,000000,3.66286,3.75417,3.60663,3.69087,39784.95954255464,0
VIN,D,20131113,000000,3.73299,3.73299,3.63471,3.69087,2851.0433203833686,0
VIN,D,20131114,000000,3.64168,3.92947,3.63471,3.8454,20076.245392052373,0
